382,NaN
383,0.0000
384,1.0000
385,1.0000
386,0.0000
387,0.2221
388,0.1397
389,0.0000
390,0.0000
391,0.2456
392,0.2104
393,0.1285
394,0.0077
395,0.0000
396,0.0768
397,0.0000
398,0.0356
399,0.0530
400,0.0461
401,0.2319
402,0.0000
403,0.1878
404,0.1162
405,0.1025
406,0.0047
407,0.1051
408,0.0639
409,0.0517
410,0.0554
411,0.0656
412,0.1157
413,0.0908
414,0.0533
415,0.0354
416,0.0781
417,0.0654
418,0.0516
419,0.0660
420,0.0304
421,0.0477
422,0.0525
423,0.0611
424,0.0487
425,0.0245
426,0.0792
427,0.0273
428,0.0513
429,0.0260
430,0.0410
431,0.0680
432,0.0687
433,0.0444
434,0.0656
435,0.0636
436,0.0749
437,0.0750
438,0.1052
439,0.0576
440,0.0414
441,0.0882
442,0.0584
443,0.0944
444,0.0679
445,0.0676
446,0.0500
447,0.0592
448,0.0423
449,0.0623
450,0.0727
451,0.0499
452,0.0653
453,0.0711
454,0.0699
455,0.0550
456,0.0611
457,0.0529
458,0.0511
459,0.0617
460,0.0471
461,0.0657
462,0.0663
463,0.0627
464,0.0604
465,0.0415
466,0.0613
467,0.0579
468,0.0571
469,0.0664
470,0.0624
471,0.0537
472,0.0703
473,0.0590
474,0.0634
475,0.0707
476,0.0717
477,0.0755
478,0.0678
479,0.0803
480,0.0836
481,0.0776
482,0.0704
483,0.0842
484,0.0719
485,0.0791
486,0.0801
487,0.0832
488,0.0803
489,0.0825
490,0.0838
491,0.0875
492,0.0792
493,0.0881
494,0.0773
495,0.0778
496,0.0792
497,0.0741
498,0.0795
499,0.0731
500,0.0771
501,0.0760
502,0.0737
503,0.0687
504,0.0707
505,0.0635
506,0.0693
507,0.0690
508,0.0678
509,0.0612
510,0.0597
511,0.0555
512,0.0575
513,0.0558
514,0.0551
515,0.0536
516,0.0506
517,0.0529
518,0.0475
519,0.0464
520,0.0483
521,0.0446
522,0.0454
523,0.0435
524,0.0440
525,0.0429
526,0.0449
527,0.0431
528,0.0429
529,0.0440
530,0.0395
531,0.0418
532,0.0410
533,0.0392
534,0.0415
535,0.0403
536,0.0416
537,0.0417
538,0.0408
539,0.0406
540,0.0397
541,0.0403
542,0.0405
543,0.0403
544,0.0383
545,0.0392
546,0.0423
547,0.0395
548,0.0400
549,0.0400
550,0.0394
551,0.0393
552,0.0389
553,0.0410
554,0.0404
555,0.0394
556,0.0401
557,0.0399
558,0.0393
559,0.0390
560,0.0394
561,0.0399
562,0.0403
563,0.0414
564,0.0394
565,0.0398
566,0.0382
567,0.0402
568,0.0402
569,0.0397
570,0.0415
571,0.0403
572,0.0395
573,0.0411
574,0.0398
575,0.0386
576,0.0404
577,0.0405
578,0.0403
579,0.0398
580,0.0391
581,0.0392
582,0.0378
583,0.0380
584,0.0383
585,0.0390
586,0.0386
587,0.0382
588,0.0382
589,0.0386
590,0.0386
591,0.0371
592,0.0379
593,0.0369
594,0.0377
595,0.0367
596,0.0376
597,0.0367
598,0.0363
599,0.0366
600,0.0366
601,0.0369
602,0.0367
603,0.0370
604,0.0368
605,0.0366
606,0.0361
607,0.0370
608,0.0377
609,0.0365
610,0.0365
611,0.0363
612,0.0375
613,0.0374
614,0.0359
615,0.0370
616,0.0357
617,0.0354
618,0.0375
619,0.0379
620,0.0363
621,0.0370
622,0.0363
623,0.0378
624,0.0366
625,0.0365
626,0.0369
627,0.0364
628,0.0385
629,0.0378
630,0.0367
631,0.0379
632,0.0355
633,0.0360
634,0.0355
635,0.0359
636,0.0352
637,0.0366
638,0.0350
639,0.0354
640,0.0363
641,0.0361
642,0.0361
643,0.0360
644,0.0358
645,0.0355
646,0.0359
647,0.0353
648,0.0357
649,0.0352
650,0.0347
651,0.0344
652,0.0348
653,0.0339
654,0.0344
655,0.0344
656,0.0342
657,0.0341
658,0.0339
659,0.0336
660,0.0330
661,0.0336
662,0.0336
663,0.0334
664,0.0331
665,0.0333
666,0.0335
667,0.0333
668,0.0335
669,0.0330
670,0.0328
671,0.0332
672,0.0325
673,0.0329
674,0.0319
675,0.0330
676,0.0328
677,0.0323
678,0.0319
679,0.0315
680,0.0315
681,0.0322
682,0.0320
683,0.0329
684,0.0330
685,0.0322
686,0.0322
687,0.0313
688,0.0327
689,0.0336
690,0.0326
691,0.0332
692,0.0329
693,0.0323
694,0.0327
695,0.0321
696,0.0330
697,0.0325
698,0.0326
699,0.0329
700,0.0324
701,0.0325
702,0.0324
703,0.0316
704,0.0318
705,0.0318
706,0.0323
707,0.0317
708,0.0319
709,0.0327
710,0.0312
711,0.0319
712,0.0316
713,0.0313
714,0.0315
715,0.0329
716,0.0315
717,0.0313
718,0.0309
719,0.0305
720,0.0298
721,0.0293
722,0.0286
723,0.0297
724,0.0287
725,0.0288
726,0.0286
727,0.0282
728,0.0277
729,0.0277
730,0.0279
731,0.0281
732,0.0272
733,0.0273
734,0.0274
735,0.0279
736,0.0280
737,0.0285
738,0.0281
739,0.0275
740,0.0272
741,0.0279
742,0.0275
743,0.0266
744,0.0274
745,0.0277
746,0.0268
747,0.0274
748,0.0273
749,0.0263
750,0.0267
751,0.0277
752,0.0276
753,0.0272
754,0.0276
755,0.0284
756,0.0271
757,0.0280
758,0.0278
759,0.0277
760,0.0270
761,0.0284
762,0.0282
763,0.0286
764,0.0290
765,0.0272
766,0.0263
767,0.0276
768,0.0271
769,0.0268
770,0.0270
771,0.0273
772,0.0266
773,0.0266
774,0.0271
775,0.0261
776,0.0272
777,0.0265
778,0.0265
779,0.0278
780,0.0268
781,0.0274
782,0.0271
783,0.0267
784,0.0262
785,0.0267
786,0.0269
787,0.0269
788,0.0265
789,0.0265
790,0.0263
791,0.0252
792,0.0260
793,0.0255
794,0.0268
795,0.0267
796,0.0262
797,0.0276
798,0.0251
799,0.0263
800,0.0266
801,0.0271
802,0.0263
803,0.0276
804,0.0273
805,0.0265
806,0.0270
807,0.0285
808,0.0281
809,0.0293
810,0.0298
811,0.0285
812,0.0280
813,0.0293
814,0.0285
815,0.0278
816,0.0291
817,0.0280
818,0.0285
819,0.0291
820,0.0308
821,0.0314
822,0.0298
823,0.0289
824,0.0289
825,0.0301
826,0.0289
827,0.0281
828,0.0285
829,0.0273
830,0.0274
831,0.0291
832,0.0270
833,0.0273
834,0.0258
835,0.0276
836,0.0266
837,0.0261
838,0.0263
839,0.0242
840,0.0241
841,0.0243
842,0.0255
843,0.0240
844,0.0238
845,0.0233
846,0.0226
847,0.0232
848,0.0246
849,0.0235
850,0.0246
851,0.0237
852,0.0248
853,0.0241
854,0.0245
855,0.0239
856,0.0239
857,0.0250
858,0.0224
859,0.0211
860,0.0233
861,0.0234
862,0.0243
863,0.0244
864,0.0223
865,0.0206
866,0.0238
867,0.0235
868,0.0215
869,0.0210
870,0.0224
871,0.0219
872,0.0221
873,0.0204
874,0.0213
875,0.0217
876,0.0222
877,0.0217
878,0.0205
879,0.0222
880,0.0219
881,0.0205
882,0.0202
883,0.0229
884,0.0232
885,0.0229
886,0.0237
887,0.0235
888,0.0226
889,0.0229
890,0.0269
891,0.0255
892,0.0247
893,0.0271
894,0.0254
895,0.0266
896,0.0256
897,0.0261
898,0.0275
899,0.0273
900,0.0279
901,0.0285
902,0.0261
903,0.0275
904,0.0295
905,0.0292
906,0.0276
907,0.0303
908,0.0309
909,0.0285
910,0.0307
911,0.0267
912,0.0305
913,0.0264
914,0.0250
915,0.0266
916,0.0269
917,0.0244
918,0.0229
919,0.0237
920,0.0258
921,0.0212
922,0.0209
923,0.0221
924,0.0212
925,0.0212
926,0.0188
927,0.0194
928,0.0203
929,0.0176
930,0.0160
931,0.0160
932,0.0147
933,0.0118
934,0.0147
935,0.0120
936,0.0102
937,0.0077
938,0.0088
939,0.0083
940,0.0061
941,0.0054
942,0.0046
943,0.0060
944,0.0032
945,0.0046
946,0.0050
947,0.0095
