T7652.xz	372.22448120300754
T7727.xz	364.3532837060035
T7793.xz	359.69847016110646
T7867.xz	353.96177645556673
T7936.xz	345.5990988950467
T7999.xz	343.230989106571
T8069.xz	336.56518614833965
T8144.xz	332.92705269563544
T8213.xz	326.4589038834917
T8284.xz	323.2502805836539
T8356.xz	317.00010040133935
T8427.xz	313.4148070985325
T8490.xz	308.049855419385
T8560.xz	304.51378532932677
T8633.xz	299.2277901466662
T8705.xz	295.74599756643494
T8777.xz	290.92698995935996
T8847.xz	286.227739040825
T8930.xz	282.98003753029565
T9003.xz	278.4602479146806
T9080.xz	274.0864830170356
T9143.xz	270.7201313232711
T9217.xz	266.76684763697847
T9288.xz	264.43514892634204
T9360.xz	260.1189856666052
T9433.xz	256.4811586631661
T9503.xz	248.14965413533835
