399.985280,0.162162
400.329500,0.202703
400.673680,0.139241
401.017820,0.132353
401.361920,0.151515
401.705980,0.134146
402.050000,0.181818
402.393980,0.164706
402.737920,0.213483
403.081820,0.185567
403.425680,0.151163
403.769500,0.093750
404.113280,0.137931
404.457020,0.168539
404.800720,0.163043
405.144380,0.171717
405.488000,0.172043
405.831580,0.164948
406.175120,0.170213
406.518620,0.200000
406.862080,0.175258
407.205500,0.156250
407.548880,0.142857
407.892220,0.147059
408.235520,0.202128
408.578780,0.190476
408.922000,0.144231
409.265180,0.161616
409.608320,0.131313
409.951420,0.175258
410.294480,0.215686
410.637500,0.173913
410.980480,0.176471
411.323420,0.132653
411.666320,0.155963
412.009180,0.209091
412.352000,0.178218
412.694780,0.201835
413.037520,0.155963
413.380220,0.207207
413.722880,0.187500
414.065500,0.198198
414.408080,0.194690
414.750620,0.150442
415.093120,0.157025
415.435580,0.184874
415.778000,0.234848
416.120380,0.151261
416.462720,0.150794
416.805020,0.195489
417.147280,0.156716
417.489500,0.185714
417.831680,0.164384
418.173820,0.156028
418.515920,0.139860
418.857980,0.189873
419.200000,0.192308
419.541980,0.218935
419.883920,0.174157
420.225820,0.196532
420.567680,0.173184
420.909500,0.185792
421.251280,0.156250
421.593020,0.147959
421.934720,0.166667
422.276380,0.128205
422.618000,0.196078
422.959580,0.166667
423.301120,0.191781
423.642620,0.160870
423.984080,0.167442
424.325500,0.170404
424.666880,0.168103
425.008220,0.142857
425.349520,0.148305
425.690780,0.150000
426.032000,0.149020
426.373180,0.153527
426.714320,0.179687
427.055420,0.154440
427.396480,0.168539
427.737500,0.150198
428.078480,0.162055
428.419420,0.156627
428.760320,0.168582
429.101180,0.188976
429.442000,0.157088
429.782780,0.153846
430.123520,0.168627
430.464220,0.169742
430.804880,0.176245
431.145500,0.167273
431.486080,0.176030
431.826620,0.147287
432.167120,0.143382
432.507580,0.177536
432.848000,0.165468
433.188380,0.173285
433.528720,0.154717
433.869020,0.175000
434.209280,0.161404
434.549500,0.170732
434.889680,0.168350
435.229820,0.156997
435.569920,0.152249
435.909980,0.155340
436.250000,0.159322
436.589980,0.154799
436.929920,0.161905
437.269820,0.159875
437.609680,0.153846
437.949500,0.162651
438.289280,0.167139
438.629020,0.174419
438.968720,0.171512
439.308380,0.151762
439.648000,0.153425
439.987580,0.164021
440.327120,0.152000
440.666620,0.166234
441.006080,0.156010
441.345500,0.159705
441.684880,0.160287
442.024220,0.146402
442.363520,0.161905
442.702780,0.138636
443.042000,0.156388
443.381180,0.168103
443.720320,0.164147
444.059420,0.153361
444.398480,0.158996
444.737500,0.163934
445.076480,0.150794
445.415420,0.155689
445.754320,0.155925
446.093180,0.150459
446.432000,0.152256
446.770780,0.144213
447.109520,0.150735
447.448220,0.164580
447.786880,0.161002
448.125500,0.168966
448.464080,0.144643
448.802620,0.147163
449.141120,0.150519
449.479580,0.169580
449.818000,0.156627
450.156380,0.142140
450.494720,0.157025
450.833020,0.152098
451.171280,0.142123
451.509500,0.162021
451.847680,0.161889
452.185820,0.153184
452.523920,0.171821
452.861980,0.150084
453.200000,0.159468
453.537980,0.156303
453.875920,0.161345
454.213820,0.162671
454.551680,0.150662
454.889500,0.150084
455.227280,0.137011
455.565020,0.154104
455.902720,0.163062
456.240380,0.136439
456.578000,0.155052
456.915580,0.157168
457.253120,0.151316
457.590620,0.155993
457.928080,0.159933
458.265500,0.155405
458.602880,0.144481
458.940220,0.143824
459.277520,0.144000
459.614780,0.160393
459.952000,0.152174
460.289180,0.158228
460.626320,0.146457
460.963420,0.147011
461.300480,0.160550
461.637500,0.147920
461.974480,0.160550
462.311420,0.156483
462.648320,0.147877
462.985180,0.137733
463.322000,0.153274
463.658780,0.146409
463.995520,0.144429
464.332220,0.137119
464.668880,0.142473
465.005500,0.159517
465.342080,0.151088
465.678620,0.148831
466.015120,0.150065
466.351580,0.150442
466.688000,0.155907
467.024380,0.142163
467.360720,0.153409
467.697020,0.144647
468.033280,0.154444
468.369500,0.149007
468.705680,0.147689
469.041820,0.144792
469.377920,0.142082
469.713980,0.146241
470.050000,0.149758
470.385980,0.150685
470.721920,0.147894
471.057820,0.149123
471.393680,0.142189
471.729500,0.147359
472.065280,0.147585
472.401020,0.147163
472.736720,0.151832
473.072380,0.146320
473.408000,0.141862
473.743580,0.144464
474.079120,0.139535
474.414620,0.144190
474.750080,0.141579
475.085500,0.151316
475.420880,0.149042
475.756220,0.146361
476.091520,0.148338
476.426780,0.147249
476.762000,0.139984
477.097180,0.144000
477.432320,0.142973
477.767420,0.143791
478.102480,0.147244
478.437500,0.143678
478.772480,0.135540
479.107420,0.144833
479.442320,0.148681
479.777180,0.146380
480.112000,0.147149
480.446780,0.137958
480.781520,0.145733
481.116220,0.149555
481.450880,0.148322
481.785500,0.146361
482.120080,0.145768
482.454620,0.143745
482.789120,0.140924
483.123580,0.140187
483.458000,0.142405
483.792380,0.146166
484.126720,0.140541
484.461020,0.146760
484.795280,0.149576
485.129500,0.138737
485.463680,0.141085
485.797820,0.149300
486.131920,0.145371
486.465980,0.142857
486.800000,0.143511
487.133980,0.140483
487.467920,0.143076
487.801820,0.147979
488.135680,0.143290
488.469500,0.135401
488.803280,0.141902
489.137020,0.139194
489.470720,0.145401
489.804380,0.138085
490.138000,0.144659
490.471580,0.142225
490.805120,0.135811
491.138620,0.138593
491.472080,0.145583
491.805500,0.144351
492.138880,0.141765
492.472220,0.140484
492.805520,0.143156
493.138780,0.148863
493.472000,0.142475
493.805180,0.146658
494.138320,0.144096
494.471420,0.138672
494.804480,0.144243
495.137500,0.139923
495.470480,0.148502
495.803420,0.151763
496.136320,0.144737
496.469180,0.145488
496.802000,0.133252
497.134780,0.140691
497.467520,0.145566
497.800220,0.140920
498.132880,0.144033
498.465500,0.139629
498.798080,0.138699
499.130620,0.145985
499.463120,0.147670
499.795580,0.141914
500.128000,0.144414
500.460380,0.141012
500.792720,0.140509
501.125020,0.141881
501.457280,0.142037
501.789500,0.141012
502.121680,0.140487
502.453820,0.143804
502.785920,0.139070
503.117980,0.143278
503.450000,0.139628
503.781980,0.143000
504.113920,0.141299
504.445820,0.140982
504.777680,0.135529
505.109500,0.138462
505.441280,0.141969
505.773020,0.139032
506.104720,0.137541
